customer_id,tenure_months,num_vehicles,avg_card_swipes_per_vehicle,monthly_txn_count,monthly_spend,contract_type,region,fuel_program_tier,maintenance_plan,telematics_enabled,industry_naics,late_payment_rate,support_tickets_last_90d,downtime_hours_last_30d,churn
C301477,28,20,55.93,1239,56899.48,Two Year,Midwest,Basic,None,0,Logistics,0.04,3,2.67,0
C301478,4,13,59.15,711,70654.64,Two Year,Northeast,Basic,Basic,1,Services,0.125,2,0.71,0
C301479,9,21,64.55,1469,115936.82,Month-to-Month,South,Basic,Full,1,Construction,0.067,3,0.0,0
C301480,7,19,24.66,557,25491.47,One Year,South,Premium,Full,1,Retail,0.046,0,0.99,0
C301481,9,17,50.13,795,43395.69,Month-to-Month,South,Standard,None,0,Logistics,0.046,4,7.66,0
C301482,59,23,43.1,882,80248.63,Month-to-Month,Northeast,Standard,None,1,Logistics,0.09,2,8.97,0
C301483,4,25,39.2,1011,51046.38,Two Year,West,Standard,None,1,Services,0.186,0,3.38,0
C301484,51,18,16.18,234,18233.33,One Year,West,Basic,None,0,Construction,0.158,2,4.96,1
C301485,13,15,35.02,556,30275.99,One Year,South,Standard,Full,0,Construction,0.153,2,0.43,1
C301486,17,20,40.13,687,45315.37,Two Year,Midwest,Premium,None,0,Manufacturing,0.11,4,8.31,1
C301487,18,18,52.82,953,62601.02,Month-to-Month,Midwest,Basic,Full,1,Logistics,0.131,2,4.4,0
C301488,37,17,34.38,531,47859.94,Month-to-Month,South,Premium,Full,1,Services,0.133,0,4.28,1
C301489,46,19,50.36,930,57186.62,Month-to-Month,South,Premium,None,0,Retail,0.193,3,2.7,0
C301490,43,9,29.54,226,16671.67,One Year,Northeast,Basic,None,0,Construction,0.096,5,6.05,1
C301491,42,20,44.12,1046,81998.05,Month-to-Month,West,Standard,Basic,0,Retail,0.085,2,5.34,0
C301492,9,18,49.96,938,92891.74,Two Year,Midwest,Premium,None,1,Logistics,0.094,0,4.12,1
C301493,42,9,36.41,357,12846.3,Two Year,South,Basic,Basic,0,Logistics,0.064,2,0.9,0
C301494,7,10,37.78,376,22328.54,Month-to-Month,South,Basic,Basic,1,Services,0.098,2,1.12,0
C301495,59,13,46.61,697,53068.78,One Year,West,Basic,Basic,0,Construction,0.11,5,1.71,0
C301496,5,17,65.17,1292,115050.13,Month-to-Month,West,Standard,None,1,Construction,0.25,2,3.54,0
C301497,7,19,45.25,962,114726.86,Two Year,Midwest,Basic,Basic,0,Construction,0.235,2,5.52,0
C301498,14,13,30.5,329,17776.94,One Year,Midwest,Basic,Basic,1,Construction,0.313,2,1.02,0
C301499,28,17,45.34,672,63378.31,Month-to-Month,Midwest,Basic,Basic,0,Logistics,0.122,3,0.15,1
C301500,60,14,55.45,835,81870.17,Month-to-Month,South,Premium,Basic,0,Logistics,0.316,2,2.08,1
C301501,6,14,63.71,980,85789.3,One Year,West,Premium,Basic,1,Manufacturing,0.06,3,4.35,0
C301502,14,14,49.5,816,67812.2,Month-to-Month,West,Standard,Basic,1,Construction,0.216,0,2.19,0
C301503,30,15,49.25,656,51687.06,One Year,Midwest,Premium,Basic,1,Manufacturing,0.164,3,2.77,0
C301504,17,16,48.46,905,97684.69,Month-to-Month,Northeast,Standard,None,0,Construction,0.158,1,2.69,0
C301505,6,19,51.32,1156,56951.77,Month-to-Month,West,Basic,None,1,Logistics,0.173,2,2.67,0
C301506,40,21,50.06,1044,93767.18,Month-to-Month,South,Standard,Basic,0,Construction,0.127,4,3.3,1
C301507,5,18,41.31,595,75459.19,Month-to-Month,West,Basic,Full,0,Retail,0.185,2,0.0,0
C301508,51,22,55.29,1439,62869.17,Month-to-Month,South,Standard,None,1,Services,0.157,1,6.99,1
C301509,8,15,37.23,447,35291.41,Month-to-Month,West,Basic,None,1,Manufacturing,0.159,3,2.38,0
C301510,32,18,23.59,434,37709.67,Month-to-Month,West,Standard,None,0,Construction,0.277,3,7.02,0
C301511,28,17,37.86,612,33732.34,Two Year,West,Basic,None,1,Logistics,0.102,1,6.12,0
C301512,54,11,37.24,471,30559.2,Month-to-Month,West,Basic,Basic,0,Manufacturing,0.096,4,2.02,1
C301513,55,25,49.4,1021,63251.86,Month-to-Month,Midwest,Basic,Basic,0,Logistics,0.105,3,7.57,1
C301514,34,12,33.39,343,27114.8,Two Year,West,Basic,Basic,0,Retail,0.144,4,1.33,0
C301515,21,9,14.49,143,13315.54,Month-to-Month,West,Basic,Basic,0,Logistics,0.153,3,0.71,0
C301516,62,22,29.18,747,56373.1,Month-to-Month,South,Standard,None,1,Logistics,0.197,1,2.49,1
C301517,53,17,39.28,565,24092.24,Month-to-Month,Midwest,Standard,None,1,Construction,0.299,0,5.29,1
C301518,19,20,32.14,644,28268.23,Two Year,South,Standard,None,0,Retail,0.034,1,5.19,0
C301519,17,18,32.74,678,62234.75,Month-to-Month,West,Standard,None,1,Manufacturing,0.13,0,3.52,0
C301520,63,16,53.8,849,83638.57,One Year,Midwest,Standard,None,1,Logistics,0.167,0,4.98,1
C301521,21,11,37.26,386,40587.63,One Year,Midwest,Basic,None,1,Logistics,0.21,3,5.99,1
C301522,11,20,56.07,1302,111451.93,Month-to-Month,Midwest,Basic,Basic,0,Services,0.082,2,2.99,0
C301523,34,9,52.68,417,43045.7,One Year,West,Standard,None,0,Construction,0.017,2,3.92,0
C301524,40,14,53.37,607,46883.7,One Year,South,Standard,None,0,Logistics,0.15,1,2.71,0
C301525,6,22,43.91,1125,100690.82,Month-to-Month,West,Premium,None,1,Manufacturing,0.129,2,6.76,0
C301526,67,16,38.47,652,49881.29,One Year,South,Basic,None,0,Retail,0.087,3,5.81,1
C301527,32,18,56.11,916,63864.82,One Year,South,Basic,None,1,Manufacturing,0.119,2,6.64,0
C301528,46,18,38.96,616,63043.37,One Year,West,Basic,None,0,Retail,0.135,4,3.83,1
C301529,42,11,50.04,463,28585.3,One Year,Midwest,Standard,Basic,1,Retail,0.026,1,2.94,1
C301530,66,17,47.02,805,57205.17,Month-to-Month,West,Standard,None,0,Construction,0.223,2,5.75,0
C301531,59,17,37.92,598,47826.49,One Year,West,Premium,Basic,0,Construction,0.025,2,2.75,0
C301532,28,16,18.38,286,12187.56,Two Year,Northeast,Basic,None,0,Retail,0.11,6,5.72,0
C301533,4,11,45.46,529,30337.59,One Year,West,Basic,None,1,Retail,0.283,1,4.36,0
C301534,45,17,51.34,856,84658.45,One Year,South,Basic,Basic,0,Construction,0.106,2,1.55,0
C301535,57,21,38.44,848,90669.5,Month-to-Month,South,Basic,Basic,1,Logistics,0.143,3,3.64,1
C301536,61,15,59.53,968,71735.25,Two Year,Northeast,Basic,None,0,Construction,0.059,2,4.44,0
C301537,41,10,41.61,359,21631.49,One Year,Northeast,Standard,Full,0,Logistics,0.226,1,2.44,0
C301538,39,4,37.62,145,14510.61,Month-to-Month,Northeast,Standard,Full,0,Retail,0.118,1,0.0,1
C301539,42,17,53.33,1085,115663.33,One Year,Northeast,Basic,Basic,1,Logistics,0.102,1,0.52,0
C301540,11,15,30.69,496,25387.75,Month-to-Month,South,Standard,None,0,Logistics,0.094,2,5.83,0
C301541,4,20,51.17,1094,123665.15,Month-to-Month,South,Standard,None,1,Construction,0.034,3,3.72,0
C301542,33,13,69.3,955,61755.11,Two Year,West,Standard,Full,1,Logistics,0.057,1,2.74,1
C301543,63,19,52.25,950,48272.63,Month-to-Month,Midwest,Standard,None,0,Manufacturing,0.29,2,7.51,1
C301544,22,10,42.22,461,42970.75,Month-to-Month,West,Basic,Full,0,Manufacturing,0.105,2,1.32,0
C301545,20,10,54.62,478,5372.58,One Year,South,Standard,None,0,Retail,0.205,1,3.83,0
C301546,71,10,58.23,582,45069.33,Month-to-Month,South,Standard,None,0,Manufacturing,0.242,2,7.86,1
C301547,39,10,44.82,510,40057.86,One Year,Northeast,Basic,Basic,1,Construction,0.087,2,4.06,0
C301548,7,13,48.33,570,48241.95,One Year,South,Basic,None,0,Construction,0.205,3,5.26,0
C301549,39,19,53.24,1023,62656.24,One Year,South,Basic,Basic,1,Retail,0.089,2,1.27,0
C301550,3,21,57.85,1054,84399.81,Month-to-Month,Midwest,Basic,Basic,1,Retail,0.374,1,4.13,0
C301551,65,16,41.2,707,67487.58,Month-to-Month,Midwest,Premium,Basic,0,Manufacturing,0.271,2,0.6,1
C301552,57,16,46.77,883,89574.42,One Year,West,Standard,Basic,1,Logistics,0.289,2,2.42,0
C301553,43,21,60.3,1322,106232.18,Month-to-Month,Midwest,Standard,None,0,Logistics,0.148,6,10.33,1
C301554,70,15,48.13,837,65169.68,One Year,West,Premium,Basic,1,Construction,0.11,1,1.46,0
C301555,71,20,43.32,829,38710.73,Month-to-Month,West,Basic,Basic,0,Logistics,0.225,2,1.63,1
C301556,27,13,68.2,1016,64980.08,One Year,Midwest,Standard,None,1,Retail,0.083,0,5.74,0
C301557,17,8,32.26,243,18276.46,Month-to-Month,West,Standard,Basic,0,Retail,0.068,1,6.65,0
C301558,20,14,43.02,665,37293.6,Two Year,West,Premium,Full,0,Services,0.066,1,0.0,1
C301559,48,15,54.12,693,66433.48,Month-to-Month,West,Standard,None,1,Logistics,0.095,1,4.97,1
C301560,18,21,57.53,1276,82894.62,One Year,West,Standard,Basic,1,Retail,0.231,2,0.16,0
C301561,41,18,35.22,573,24182.56,Month-to-Month,West,Standard,None,1,Retail,0.188,0,8.74,0
C301562,36,14,46.54,605,37716.19,Two Year,South,Standard,Basic,1,Retail,0.121,0,3.14,0
C301563,37,16,50.43,663,59711.28,Month-to-Month,Midwest,Standard,None,1,Services,0.17,1,2.7,0
C301564,56,17,37.09,601,61682.73,Two Year,West,Standard,Full,0,Manufacturing,0.142,1,0.0,1
C301565,45,15,48.33,637,63095.64,Two Year,South,Standard,None,0,Logistics,0.161,2,3.45,0
C301566,39,19,44.39,936,79129.21,Month-to-Month,Midwest,Basic,Basic,0,Logistics,0.195,4,4.06,1
C301567,40,20,35.65,655,49150.55,Two Year,West,Premium,None,0,Logistics,0.061,1,3.92,0
C301568,28,16,28.41,387,20517.53,Two Year,Northeast,Standard,None,1,Manufacturing,0.124,0,3.58,0
C301569,24,19,45.85,1016,66294.47,One Year,West,Basic,None,1,Logistics,0.195,3,6.86,1
C301570,59,16,50.96,845,46508.83,Month-to-Month,South,Basic,Basic,0,Services,0.169,3,1.29,0
C301571,46,14,35.49,441,37516.59,Month-to-Month,South,Premium,Full,0,Retail,0.091,1,0.0,0
C301572,27,16,36.4,670,56338.75,Two Year,South,Basic,Basic,0,Manufacturing,0.093,2,0.4,0
C301573,6,19,32.49,576,45545.29,Month-to-Month,Northeast,Basic,Basic,1,Services,0.083,2,4.98,1
C301574,58,19,23.17,393,24816.72,Two Year,Midwest,Premium,None,0,Retail,0.036,5,6.56,0
C301575,35,12,42.86,499,45014.2,Month-to-Month,South,Basic,None,0,Retail,0.13,2,3.35,0
C301576,56,9,47.36,449,44444.31,One Year,Midwest,Basic,Basic,1,Logistics,0.054,2,0.46,0
C301577,33,10,55.64,534,44353.72,Month-to-Month,Midwest,Standard,None,0,Construction,0.177,1,3.24,0
C301578,47,10,30.6,308,19458.61,Month-to-Month,Northeast,Standard,None,1,Retail,0.082,1,7.38,0
C301579,16,18,52.3,844,37293.41,Two Year,West,Standard,Basic,1,Logistics,0.239,0,7.81,0
C301580,13,15,46.88,631,48279.42,Month-to-Month,Midwest,Standard,Basic,1,Construction,0.084,0,4.72,0
C301581,41,24,38.94,959,99013.61,Month-to-Month,West,Premium,Basic,1,Logistics,0.086,1,1.12,0
C301582,54,12,49.89,552,35853.74,Month-to-Month,South,Basic,None,1,Logistics,0.217,2,3.79,0
C301583,48,11,40.85,467,23901.53,One Year,Northeast,Basic,Basic,0,Logistics,0.073,3,3.46,0
C301584,50,21,59.09,1429,65523.93,One Year,West,Basic,Basic,0,Manufacturing,0.386,2,5.01,1
C301585,9,10,41.66,485,38105.17,Month-to-Month,West,Standard,Basic,0,Manufacturing,0.161,3,6.64,0
C301586,54,20,52.37,1243,102719.49,Month-to-Month,West,Premium,None,0,Logistics,0.186,1,3.08,0
C301587,22,21,72.13,1338,88018.55,One Year,Northeast,Basic,Basic,0,Logistics,0.1,2,2.34,1
C301588,40,16,47.69,788,40869.2,Month-to-Month,Midwest,Basic,Basic,1,Services,0.076,3,1.84,1
C301589,5,16,45.97,715,78844.15,Month-to-Month,West,Standard,Basic,0,Retail,0.143,3,3.19,1
C301590,10,10,51.52,608,39876.69,Month-to-Month,Northeast,Standard,None,0,Manufacturing,0.17,3,5.64,0
C301591,43,18,41.82,791,62075.03,Month-to-Month,West,Premium,Full,0,Retail,0.176,2,1.19,0
C301592,69,17,44.57,817,67087.85,One Year,Northeast,Standard,Full,1,Construction,0.324,2,4.87,0
C301593,6,17,55.72,837,71361.62,One Year,West,Standard,Full,0,Retail,0.103,1,0.37,0
C301594,14,15,35.14,571,39465.46,Two Year,Midwest,Basic,Full,1,Construction,0.14,3,5.83,0
C301595,17,10,58.4,675,47802.03,One Year,South,Standard,None,0,Retail,0.277,1,3.72,0
C301596,51,15,38.51,546,39034.83,One Year,Northeast,Standard,Basic,0,Construction,0.017,1,5.99,0
C301597,32,19,31.83,675,68165.45,Two Year,South,Basic,Full,1,Logistics,0.288,1,5.09,0
C301598,57,17,65.15,947,120663.94,Month-to-Month,West,Standard,Full,0,Retail,0.111,3,4.42,0
C301599,33,15,31.6,478,35342.44,One Year,Midwest,Standard,Full,0,Manufacturing,0.129,1,5.05,0
C301600,65,15,39.77,593,61518.85,Month-to-Month,Northeast,Standard,Basic,0,Logistics,0.07,2,2.7,0
C301601,3,17,52.66,980,55810.34,One Year,Northeast,Standard,Full,1,Manufacturing,0.173,0,0.53,0
C301602,41,10,45.59,457,43527.48,Month-to-Month,Midwest,Standard,None,0,Retail,0.136,2,6.46,0
C301603,68,13,60.81,899,29319.24,One Year,Midwest,Premium,None,0,Construction,0.177,1,5.26,1
C301604,53,17,46.62,755,47635.28,Month-to-Month,Northeast,Basic,None,0,Logistics,0.241,2,2.31,1
C301605,17,19,43.4,753,43367.51,Month-to-Month,South,Basic,Basic,0,Construction,0.154,3,1.96,0
C301606,13,9,45.27,483,26786.3,One Year,South,Standard,Full,1,Construction,0.192,3,2.92,1
C301607,44,23,44.73,869,71591.25,One Year,West,Basic,Basic,1,Logistics,0.066,2,5.29,0
C301608,8,12,54.79,627,66274.77,One Year,South,Premium,Full,0,Logistics,0.077,2,0.0,0
C301609,16,13,42.85,543,40571.82,Month-to-Month,West,Basic,Basic,1,Construction,0.09,3,2.27,0
C301610,38,14,56.81,656,49035.62,Two Year,South,Premium,None,0,Retail,0.145,2,5.85,0
C301611,43,9,50.04,406,41582.27,Month-to-Month,South,Standard,Basic,0,Construction,0.354,1,4.97,1
C301612,64,13,42.08,625,56705.92,Month-to-Month,South,Standard,None,0,Construction,0.035,4,2.75,1
C301613,26,22,55.04,1196,88178.98,Month-to-Month,Northeast,Premium,Basic,0,Construction,0.224,3,2.04,0
C301614,17,12,26.15,324,17345.25,One Year,South,Basic,None,0,Logistics,0.313,4,3.18,0
C301615,23,12,50.65,490,47708.45,One Year,West,Premium,None,1,Manufacturing,0.072,1,3.36,0
C301616,42,17,40.74,677,52822.02,Month-to-Month,Midwest,Premium,Basic,0,Logistics,0.094,3,0.22,0
C301617,34,10,39.39,340,35582.9,One Year,South,Standard,Full,0,Construction,0.163,1,0.32,1
C301618,3,13,28.27,394,27491.07,Month-to-Month,Midwest,Standard,Basic,1,Services,0.153,3,1.68,1
C301619,42,10,50.28,528,44024.72,One Year,Northeast,Basic,None,0,Services,0.183,2,5.38,1
C301620,55,9,70.4,581,45658.44,Month-to-Month,South,Basic,Full,1,Logistics,0.242,3,6.37,0
C301621,43,22,48.11,1070,77619.17,Month-to-Month,Northeast,Basic,None,0,Services,0.149,3,7.75,0
C301622,38,12,47.69,600,58633.06,One Year,South,Standard,None,1,Construction,0.126,0,5.55,0
C301623,49,16,30.95,440,28098.65,One Year,South,Standard,None,1,Construction,0.016,1,5.18,0
C301624,37,23,61.53,1194,134428.7,Month-to-Month,Midwest,Standard,None,0,Services,0.122,2,3.18,0
C301625,20,17,51.94,1058,107787.24,One Year,South,Premium,Full,1,Retail,0.039,4,2.39,0
C301626,11,19,42.83,915,59035.17,Month-to-Month,South,Standard,Basic,1,Construction,0.096,1,2.38,0
C301627,7,16,59.16,982,76449.37,Month-to-Month,Midwest,Basic,None,0,Services,0.25,3,7.01,0
C301628,29,15,48.83,834,90871.47,Month-to-Month,West,Standard,Basic,0,Construction,0.184,1,4.58,0
C301629,18,15,36.79,519,32186.56,Month-to-Month,Northeast,Basic,None,0,Construction,0.127,3,5.88,1
C301630,48,16,50.15,664,76242.33,One Year,Midwest,Basic,None,0,Services,0.096,3,4.09,0
C301631,24,11,44.03,396,26304.86,Month-to-Month,West,Premium,Basic,0,Services,0.147,4,2.38,0
C301632,40,16,63.87,1086,92682.91,One Year,Midwest,Standard,None,1,Construction,0.112,0,7.54,0
C301633,44,16,40.3,569,39342.96,Two Year,West,Premium,None,0,Logistics,0.128,3,7.45,1
C301634,53,13,51.95,788,61614.36,One Year,Northeast,Premium,Basic,0,Logistics,0.051,1,0.34,0
C301635,30,13,42.2,540,35447.37,Two Year,Northeast,Basic,None,1,Logistics,0.122,2,3.79,1
C301636,26,12,47.1,543,51606.29,Two Year,Northeast,Standard,None,1,Logistics,0.09,0,3.68,0
C301637,23,14,37.58,612,51858.31,Month-to-Month,Midwest,Premium,Full,0,Services,0.181,4,1.73,1
C301638,48,17,41.2,815,69474.2,Month-to-Month,West,Premium,Basic,0,Manufacturing,0.125,1,1.76,0
C301639,7,13,30.51,468,31706.06,One Year,South,Standard,None,0,Retail,0.051,2,2.86,0
C301640,46,12,43.67,495,40909.2,Month-to-Month,South,Standard,Full,0,Retail,0.251,2,0.07,0
C301641,43,14,48.77,653,67808.14,Month-to-Month,Midwest,Standard,None,0,Retail,0.05,3,3.52,1
C301642,17,19,51.16,877,70285.16,One Year,Midwest,Basic,None,1,Retail,0.18,1,5.19,0
C301643,8,23,47.53,1261,101591.74,Two Year,West,Standard,Full,0,Retail,0.073,2,0.36,0
C301644,25,21,56.61,1337,86730.02,Two Year,Northeast,Premium,None,0,Manufacturing,0.298,1,3.38,1
C301645,37,17,35.04,694,41814.98,Month-to-Month,Midwest,Basic,None,0,Manufacturing,0.087,2,4.47,1
C301646,18,12,41.22,429,48905.73,Month-to-Month,Northeast,Basic,Full,0,Construction,0.385,2,3.42,0
C301647,49,16,37.37,703,59117.93,Month-to-Month,West,Standard,None,0,Construction,0.315,2,2.26,0
C301648,44,20,27.07,637,47835.45,Month-to-Month,Northeast,Basic,Basic,1,Manufacturing,0.124,1,2.18,0
C301649,45,14,37.85,571,45623.4,Month-to-Month,Northeast,Premium,Full,1,Logistics,0.202,2,5.52,1
C301650,28,20,22.19,478,32524.4,Month-to-Month,South,Basic,Basic,0,Services,0.153,2,1.48,0
C301651,12,17,41.22,704,44803.39,One Year,South,Standard,None,1,Manufacturing,0.057,0,4.45,0
C301652,35,14,51.44,603,41485.7,One Year,South,Basic,Full,1,Logistics,0.089,4,1.13,1
C301653,26,10,49.01,588,53567.01,Month-to-Month,South,Standard,Full,1,Services,0.087,1,5.29,0
C301654,58,18,25.46,467,45691.31,Month-to-Month,West,Basic,Basic,0,Retail,0.275,4,1.73,1
C301655,67,11,64.67,602,25202.86,Month-to-Month,West,Basic,Basic,0,Services,0.132,4,0.75,0
C301656,3,18,54.3,1061,27040.72,One Year,Midwest,Standard,Basic,1,Services,0.222,1,2.29,0
C301657,7,14,35.14,501,11848.98,Two Year,West,Basic,None,0,Construction,0.112,4,5.36,0
C301658,33,16,28.02,365,33563.54,One Year,South,Standard,Basic,0,Logistics,0.009,2,2.16,0
C301659,49,14,48.31,587,53929.78,One Year,West,Standard,None,0,Manufacturing,0.077,2,6.67,0
C301660,9,14,46.94,713,65201.24,One Year,West,Standard,Full,0,Logistics,0.161,1,1.17,0
C301661,31,19,39.17,707,43218.22,Month-to-Month,Midwest,Standard,Basic,0,Logistics,0.124,4,2.44,0
C301662,33,14,40.1,563,40312.19,One Year,Midwest,Basic,Basic,1,Services,0.064,1,2.28,0
C301663,44,25,46.03,1064,91481.12,Two Year,Northeast,Basic,None,0,Construction,0.272,2,3.84,0
C301664,56,21,50.52,1219,96633.05,One Year,Northeast,Basic,Full,1,Construction,0.055,1,3.26,0
C301665,28,19,63.04,1186,93609.29,Month-to-Month,Northeast,Standard,Basic,0,Logistics,0.471,1,3.94,0
C301666,7,14,33.68,434,44775.19,Month-to-Month,West,Basic,Full,0,Logistics,0.114,5,1.02,0
C301667,9,19,37.96,786,66942.05,Month-to-Month,South,Standard,Full,0,Services,0.217,1,5.16,0
C301668,48,18,47.62,949,90388.53,Month-to-Month,South,Basic,None,0,Construction,0.34,3,3.02,1
C301669,40,11,43.45,514,45160.8,Two Year,South,Standard,None,0,Manufacturing,0.019,2,9.43,1
C301670,67,17,8.99,173,11214.61,One Year,Northeast,Basic,None,0,Construction,0.11,3,2.31,1
C301671,1,13,47.84,664,51992.87,One Year,Midwest,Basic,Basic,0,Services,0.127,4,1.61,0
C301672,67,23,64.15,1763,111060.07,Month-to-Month,Northeast,Standard,Basic,0,Retail,0.147,2,1.64,0
C301673,62,16,57.29,1089,71633.53,Two Year,West,Standard,Basic,0,Manufacturing,0.126,1,6.17,0
C301674,55,22,63.15,1190,74749.1,One Year,West,Basic,Full,0,Construction,0.24,5,2.92,0
C301675,57,8,48.11,397,24250.31,Month-to-Month,Northeast,Standard,None,0,Services,0.161,3,4.56,0
C301676,11,14,53.05,845,61268.22,Two Year,Northeast,Premium,Full,0,Services,0.233,3,0.0,0
C301677,27,23,28.56,689,44338.64,Month-to-Month,Midwest,Basic,Basic,0,Retail,0.103,2,1.55,1
C301678,10,19,29.84,546,37147.97,Month-to-Month,South,Premium,Basic,0,Retail,0.135,2,4.24,0
C301679,39,21,36.99,838,75649.17,Month-to-Month,South,Standard,Basic,1,Retail,0.112,2,0.73,0
C301680,30,10,14.68,149,7994.79,Month-to-Month,Midwest,Basic,None,0,Logistics,0.203,3,5.6,1
C301681,38,19,48.63,1000,81029.28,Month-to-Month,Northeast,Standard,None,0,Logistics,0.103,3,3.74,0
C301682,57,18,38.56,625,51051.67,One Year,Midwest,Basic,None,1,Retail,0.222,1,4.8,0
C301683,70,19,47.08,762,80951.08,One Year,West,Premium,None,1,Construction,0.141,0,3.69,0
C301684,62,14,46.66,574,44174.5,Two Year,South,Premium,None,1,Logistics,0.425,2,12.43,0
C301685,4,12,50.18,648,49453.31,Month-to-Month,South,Standard,None,0,Manufacturing,0.229,2,6.95,0
C301686,34,20,54.58,983,68518.26,Month-to-Month,West,Basic,None,1,Services,0.198,2,9.64,1
C301687,22,9,38.94,288,26470.85,Month-to-Month,Northeast,Premium,Full,0,Logistics,0.154,1,1.77,0
C301688,45,19,35.13,735,35590.2,Month-to-Month,South,Standard,Basic,0,Services,0.084,3,2.17,0
C301689,29,11,31.37,330,29578.1,Two Year,Midwest,Premium,None,0,Retail,0.075,1,4.59,1
C301690,32,12,46.78,581,29204.88,Two Year,Midwest,Basic,None,1,Logistics,0.166,1,2.17,0
C301691,56,14,37.27,514,52629.57,Month-to-Month,South,Standard,None,0,Services,0.112,1,7.76,1
C301692,56,18,27.08,527,49609.15,Month-to-Month,Midwest,Basic,Full,0,Logistics,0.211,2,0.25,1
C301693,52,16,40.82,770,31850.38,One Year,South,Standard,Basic,1,Logistics,0.218,1,4.02,0
C301694,20,18,47.91,856,61381.71,Month-to-Month,Northeast,Standard,None,1,Logistics,0.086,1,4.67,0
C301695,31,20,50.07,1179,98701.13,Month-to-Month,Midwest,Standard,Full,0,Retail,0.216,1,1.56,0
C301696,32,18,33.25,704,49570.97,Month-to-Month,Midwest,Standard,None,1,Construction,0.039,2,6.31,0
C301697,1,21,30.79,524,40114.92,One Year,Midwest,Basic,None,1,Manufacturing,0.058,3,3.62,0
C301698,41,18,43.51,687,49029.67,One Year,South,Basic,Full,0,Services,0.127,3,1.25,0
C301699,47,17,45.14,667,59096.09,Month-to-Month,South,Standard,None,0,Services,0.089,1,3.77,0
C301700,1,23,37.06,935,69666.35,Two Year,Midwest,Premium,Full,0,Construction,0.188,1,1.68,1
C301701,29,17,50.06,999,58635.11,One Year,South,Standard,Full,1,Retail,0.109,0,2.38,0
C301702,16,19,35.87,657,54500.48,Month-to-Month,South,Basic,None,0,Logistics,0.175,4,4.11,0
C301703,9,13,50.98,724,66350.0,Month-to-Month,South,Basic,Full,0,Manufacturing,0.162,3,3.73,1
C301704,68,11,59.09,727,43169.25,One Year,West,Standard,None,1,Logistics,0.126,0,2.94,1
C301705,45,19,28.99,580,39629.68,Two Year,South,Basic,Full,0,Logistics,0.047,3,2.78,0
C301706,68,18,52.06,810,75756.0,Two Year,West,Standard,Full,1,Manufacturing,0.045,1,0.73,0
C301707,32,15,46.09,569,25306.0,One Year,Northeast,Basic,None,1,Logistics,0.224,2,6.14,0
C301708,5,18,33.58,583,54126.16,Month-to-Month,West,Standard,Basic,0,Construction,0.06,1,2.56,1
C301709,22,17,42.57,781,53544.34,Month-to-Month,South,Standard,Basic,0,Manufacturing,0.149,1,1.63,0
C301710,5,12,53.38,732,40518.76,Two Year,Northeast,Standard,Basic,1,Retail,0.093,1,4.5,0
C301711,20,14,56.45,893,91585.84,Month-to-Month,South,Basic,None,1,Manufacturing,0.138,1,4.75,1
C301712,47,17,40.57,785,76869.67,Month-to-Month,South,Basic,None,0,Retail,0.252,2,2.43,1
C301713,37,13,43.31,636,37613.7,Month-to-Month,Midwest,Standard,Full,0,Logistics,0.132,1,2.05,1
C301714,43,20,66.6,1404,121082.2,Two Year,South,Basic,None,0,Retail,0.218,2,3.54,1
C301715,18,18,50.16,860,76405.76,Month-to-Month,Midwest,Standard,None,1,Construction,0.156,1,6.6,0
C301716,23,23,44.56,1003,55685.6,Month-to-Month,West,Premium,None,1,Manufacturing,0.204,0,7.23,0
C301717,28,15,50.21,850,69411.69,Month-to-Month,South,Standard,Full,0,Logistics,0.163,2,0.88,0
C301718,14,13,53.83,586,47641.45,Month-to-Month,South,Standard,Basic,1,Manufacturing,0.162,1,0.37,1
C301719,67,16,40.1,600,60912.47,One Year,West,Standard,Basic,0,Retail,0.203,2,2.28,1
C301720,55,21,30.38,584,28833.38,Month-to-Month,South,Standard,Full,0,Logistics,0.042,3,3.19,1
C301721,34,17,27.22,554,53401.64,Month-to-Month,Northeast,Standard,None,0,Manufacturing,0.12,2,7.64,0
C301722,44,18,52.07,965,49439.53,Two Year,Northeast,Standard,Full,0,Logistics,0.128,1,4.9,0
C301723,18,9,35.15,351,26291.46,Month-to-Month,Northeast,Standard,Basic,0,Logistics,0.224,2,1.62,1
C301724,51,15,27.42,459,43686.87,Month-to-Month,West,Basic,None,0,Logistics,0.083,3,4.39,0
C301725,38,19,26.01,424,31976.22,Month-to-Month,South,Standard,None,0,Manufacturing,0.152,2,7.11,1
C301726,5,16,61.36,988,106172.85,Month-to-Month,Midwest,Basic,Basic,0,Logistics,0.09,2,1.6,1
C301727,66,17,64.68,1306,88445.0,Month-to-Month,Midwest,Standard,None,0,Retail,0.144,2,5.52,0
C301728,53,16,45.22,824,57074.0,Month-to-Month,Midwest,Premium,None,1,Services,0.264,0,4.31,1
C301729,62,14,57.89,829,70792.37,Month-to-Month,West,Standard,Basic,0,Services,0.08,4,1.5,0
C301730,69,18,53.37,918,91776.19,One Year,West,Standard,None,0,Construction,0.152,1,6.1,0
C301731,49,11,27.19,291,19050.59,One Year,Northeast,Standard,None,1,Logistics,0.165,1,6.13,1
C301732,61,12,53.82,768,30403.01,One Year,South,Premium,None,1,Logistics,0.06,0,3.05,0
